1000	0.037004
1100	0.039704
1200	0.042404
1300	0.045104
1400	0.047804
1500	0.050504
1600	0.053204
1700	0.055904
1800	0.058604
1900	0.061304
2000	0.064004
2100	0.066704
2200	0.069404
2300	0.072104
2400	0.074804
2500	0.077504
2600	0.080204
2700	0.082904
2800	0.085604
2900	0.088304
3000	0.091004
3100	0.093704
3200	0.096404
3300	0.099104
3400	0.101804
3500	0.104504
3600	0.107204
3700	0.109904
3800	0.112604
3900	0.115304
4000	0.118004
4100	0.120704
4200	0.123404
4300	0.126104
4400	0.128804
4500	0.131504
4600	0.134204
4700	0.136904
4800	0.139604
4900	0.142304
5000	0.145004
5100	0.147704
5200	0.150404
5300	0.153104
5400	0.155804
5500	0.158504
5600	0.161204
5700	0.163904
5800	0.166604
5900	0.169304
6000	0.172004
6100	0.174704
6200	0.177404
6300	0.180104
6400	0.182804
6500	0.185504
6600	0.188204
6700	0.190909
6800	0.193604
6900	0.196304
7000	0.199004
7100	0.201704
7200	0.204404
7300	0.207104
7400	0.209804
7500	0.212504
7600	0.215204
7700	0.217904
7800	0.220604
7900	0.223304
8000	0.226004
8100	0.228704
8200	0.231404
8300	0.234104
8400	0.236804
8500	0.239504
8600	0.242204
8700	0.244904
8800	0.247604
8900	0.250304
9000	0.253004
9100	0.255704
9200	0.258397
9300	0.261104
9400	0.263804
9500	0.266504
9600	0.269204
9700	0.271904
9800	0.274604
9900	0.277304
10000	0.280004
10100	0.282704
10200	0.285404
10300	0.288104
10400	0.290804
10500	0.293504
10600	0.296204
10700	0.298904
10800	0.301604
10900	0.304297
11000	0.307004
11100	0.309705
11200	0.312404
11300	0.315104
11400	0.317801
11500	0.320504
11600	0.323204
11700	0.325904
11800	0.328604
11900	0.331304
12000	0.334004
12100	0.336704
12200	0.339404
12300	0.342101
12400	0.344804
12500	0.347504
12600	0.350204
12700	0.352904
12800	0.355604
12900	0.358304
13000	0.361004
13100	0.363704
13200	0.366404
13300	0.369104
13400	0.371804
13500	0.374504
13600	0.377204
13700	0.379901
13800	0.382604
13900	0.385304
14000	0.388009
14100	0.390704
14200	0.393404
14300	0.396104
14400	0.398804
14500	0.401504
14600	0.404204
14700	0.406904
14800	0.409604
14900	0.412304
15000	0.415004
15100	0.417704
15200	0.420405
15300	0.423104
15400	0.425805
15500	0.428504
15600	0.431204
15700	0.433904
15800	0.436604
15900	0.439304
16000	0.442004
16100	0.444704
16200	0.447404
16300	0.450104
16400	0.452804
16500	0.455504
16600	0.458204
16700	0.460904
16800	0.463604
16900	0.466304
17000	0.469004
17100	0.471705
17200	0.474409
17300	0.477109
17400	0.479804
17500	0.482504
17600	0.485204
17700	0.487904
17800	0.490604
17900	0.493301
18000	0.496004
18100	0.498704
18200	0.501404
18300	0.504109
18400	0.506804
18500	0.509504
18600	0.512204
18700	0.514904
18800	0.517605
18900	0.520304
19000	0.523004
19100	0.525704
19200	0.528404
19300	0.531104
19400	0.533804
19500	0.536504
19600	0.539204
19700	0.541904
19800	0.544604
19900	0.547304
20000	0.550009
20100	0.552704
20200	0.555409
20300	0.558104
20400	0.560805
20500	0.563504
20600	0.566209
20700	0.568904
20800	0.571604
20900	0.574304
21000	0.577001
